,Mail_Type,Mail_Message,transformed_text
247,ham,wen ur lovable bcums angry wid u  dnt take it seriously   coz being angry is d most childish n true way of showing deep affection  care n luv    kettoda manda    have nice day da ,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da
248,ham,what you doing how are you ,
249,ham,ups which is 3days also  and the shipping company that takes 2wks  the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff ,up 3day also ship compani take 2wk way usp take week get lag may bribe nipost get stuff
250,ham,i m back  lemme know when you re ready,back lem know readi
251,ham,don t necessarily expect it to be done before you get back though because i m just now headin out,necessarili expect done get back though headin
252,ham,mmm so yummy babe     nice jolt to the suzy,mmm yummi babe nice jolt suzi
253,ham,where are you lover   i need you    ,lover need
254,spam,we tried to contact you re your reply to our offer of a video handset  750 anytime networks mins  unlimited text  camcorder  reply or call 08000930705 now,tri contact repli offer video handset 750 anytim network min unlimit text camcord repli call 08000930705
255,ham,i   m parked next to a mini     when are you coming in today do you think ,park next mini come today think
256,ham,yup,yup
257,ham,anyway i m going shopping on my own now  cos my sis not done yet  dun disturb u liao ,anyway go shop co si done yet dun disturb u liao
258,ham,my no  in luton 0125698789 ring me if ur around  h ,luton 0125698789 ring ur around h
259,spam,hey i am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey realli horni want chat see nake text hot 69698 text charg 150pm unsubscrib text stop 69698
260,ham,why you dint come with us ,dint come us
261,ham,same  wana plan a trip sometme then,wana plan trip sometm
262,ham,not sure yet  still trying to get a hold of him,sure yet still tri get hold
263,spam,ur ringtone service has changed  25 free credits  go to club4mobiles com to choose content now  stop  txt club stop to 87070  150p wk club4 po box1146 mk45 2wt,ur rington servic chang 25 free credit go club4mobil com choos content stop txt club stop 87070 150p wk club4 po box1146 mk45 2wt
264,ham,the evo  i just had to download flash  jealous ,evo download flash jealou
265,spam,ringtone club  get the uk singles chart on your mobile each week and choose any top quality ringtone  this message is free of charge ,rington club get uk singl chart mobil week choos top qualiti rington messag free charg
266,ham,come to mu  we re sorting out our narcotics situation,come mu sort narcot situat
267,ham,night has ended for another day  morning has come in a special way  may you smile like the sunny rays and leaves your worries at the blue blue bay ,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay
268,spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won  just answer 4 easy questions  play now  send hmv to 86688 more info www 100percent real com,hmv bonu special 500 pound genuin hmv voucher answer 4 easi question play send hmv 86688 info www 100percent real com
269,ham,usf i guess  might as well take 1 car,usf guess might well take 1 car
270,ham,no objection  my bf not coming ,object bf come
271,ham,thanx   ,thanx
272,ham,tell rob to mack his gf in the theater,tell rob mack gf theater
273,ham,awesome  i ll see you in a bit,awesom see bit
274,ham,just sent it  so what type of food do you like ,sent type food like
275,ham,all done  all handed in  celebrations in full swing yet ,done hand celebr full swing yet
276,ham,you got called a tool ,got call tool
277,ham, wen u miss someone,wen u miss someon
278,ham,ok  i asked for money how far,ok ask money far
279,ham,okie   ,oki
280,ham,yeah i think my usual guy s still passed out from last night  if you get ahold of anybody let me know and i ll throw down,yeah think usual guy still pass last night get ahold anybodi let know throw
281,ham,k  i might come by tonight then if my class lets out early,k might come tonight class let earli
282,ham,ok  ,ok
283,ham,hi baby im cruisin with my girl friend what r u up 2  give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi babi im cruisin girl friend r u 2 give call hour home that alright fone fone love jenni xxx
284,ham,my life means a lot to me  not because i love my life  but because i love the people in my life  the world calls them friends  i call them my world      ge     ,life mean lot love life love peopl life world call friend call world ge
285,ham,dear shall mail tonite busy in the street shall update you tonite things are looking ok varunnathu edukkukayee raksha ollu but a good one in real sense ,dear shall mail tonit busi street shall updat tonit thing look ok varunnathu edukkukaye raksha ollu good one real sens
286,ham,hey you told your name to gautham ah ,hey told name gautham ah
287,ham,haf u found him  i feel so stupid da v cam was working ,haf u found feel stupid da v cam work
288,ham,oops  4 got that bit ,oop 4 got bit
289,ham,are you this much buzy,much buzi
290,ham,i accidentally deleted the message  resend please ,accident delet messag resend pleas
291,spam,t mobile customer you may now claim your free camera phone upgrade   a pay   go sim card for your loyalty  call on 0845 021 3680 offer ends 28thfeb t c s apply,mobil custom may claim free camera phone upgrad pay go sim card loyalti call 0845 021 3680 offer end 28thfeb c appli
292,ham,unless it s a situation where you go gurl would be more appropriate,unless situat go gurl would appropri
293,ham,hurt me    tease me    make me cry    but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u   have a nice day bslvyl,hurt teas make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl
294,ham,i cant pick the phone right now  pls send a message,cant pick phone right pl send messag
295,ham,need a coffee run tomo can t believe it s that time of week already,need coffe run tomo believ time week alreadi
296,ham,awesome  i remember the last time we got somebody high for the first time with diesel  v,awesom rememb last time got somebodi high first time diesel v
297,ham,shit that is really shocking and scary  cant imagine for a second  def up for night out  do u think there is somewhere i could crash for night  save on taxi ,shit realli shock scari cant imagin second def night u think somewher could crash night save taxi
298,ham,oh and by the way you do have more food in your fridge  want to go out for a meal tonight  ,oh way food fridg want go meal tonight
299,ham,he is a womdarfull actor,womdarful actor
300,spam,sms  ac blind date 4u   rodds1 is 21 m from aberdeen  united kingdom  check him out http   img  sms  ac w icmb3cktz8r7  4 no blind dates send hide,sm ac blind date 4u rodds1 21 aberdeen unit kingdom check http img sm ac w icmb3cktz8r7 4 blind date send hide
301,ham,yup    from what i remb    i think should be can book    ,yup remb think book
302,ham,jos ask if u wana meet up ,jo ask u wana meet
303,ham,lol yes  our friendship is hanging on a thread cause u won t buy stuff ,lol ye friendship hang thread caus u buy stuff
304,spam,themob  check out our newest selection of content  games  tones  gossip  babes and sport  keep your mobile fit and funky text wap to 82468,themob check newest select content game tone gossip babe sport keep mobil fit funki text wap 82468
305,ham,where are the garage keys  they aren t on the bookshelf,garag key bookshelf
306,ham,today is accept day  u accept me as  brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,today accept day u accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
307,spam,think ur smart   win   200 this week in our weekly quiz  text play to 85222 now t cs winnersclub po box 84  m26 3uz  16   gbp1 50 week,think ur smart win 200 week weekli quiz text play 85222 cs winnersclub po box 84 m26 3uz 16 gbp1 50 week
308,ham,he says he ll give me a call when his friend s got the money but that he s definitely buying before the end of the week,say give call friend got money definit buy end week
309,ham,hi the way i was with u 2day  is the normal way this is the real me  ur unique i hope i know u 4 the rest of mylife  hope u find wot was lost ,hi way u 2day normal way real ur uniqu hope know u 4 rest mylif hope u find wot lost
310,ham,you made my day  do have a great day too ,made day great day
311,ham,k k  advance happy pongal ,k k advanc happi pongal
312,ham,hmmm    guess we can go 4 kb n power yoga    haha  dunno we can tahan power yoga anot    thk got lo oso  forgot liao   ,hmmm guess go 4 kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
313,ham,not really dude  have no friends i m afraid   ,realli dude friend afraid
314,spam,december only  had your mobile 11mths   you are entitled to update to the latest colour camera mobile for free  call the mobile update co free on 08002986906,decemb mobil 11mth entitl updat latest colour camera mobil free call mobil updat co free 08002986906
